shipment_id,dispatch_date,warehouse_id,destination_city,courier_partner,distance_km,weight_kg,items_count,order_value_inr,promised_days,dispatch_hour,is_weekend_dispatch,is_festival_week,rainfall_mm,customer_prior_late_deliveries,customer_segment,payment_method,actual_delivery_days,delivery_note,is_late
SHP003303,2024-06-16,WH-PUN,Mohali,ValueShip,1125.5,1.75,2,2195.59,5,12,1,0,3.8,1,Business,UPI,3,,0
SHP005941,2024-09-29,WH-BLR, Lucknow,BlueDart Lite,2127.9,0.82,5,4286.43,3,16,1,0,9.3,1,Business,Netbanking,3,Delivered on time,0
SHP001216,2024-09-01,WH-DEL,Patna,ValueShip,1296.9,1.42,2,2399.65,3,12,1,0,4.9,1,Wholesale,Card,4,Customer unavailable,1
SHP008823,2024-05-28,WH-DEL,Pune,ValueShip,464.5,1.7,4,4433.4,2,20,0,0,2.9,1,Business,UPI,6,Customer unavailable,1
SHP003236,2024-11-23,WH-PUN,gurugram,IndiaPost Express,1284.8,3.79,5,6554.83,5,21,1,1,2.1,0,Wholesale,Card,4,,0
SHP003288,2024-01-27,WH-PUN,Patna,CityRunner,1914.9,0.52,4,3994.11,4,10,1,0,3.9,0,Wholesale,Card,7,,1
SHP005598,2024-12-14,WH-DEL,Patna,IndiaPost Express,1245.8,2.3,5,4235.0,2,18,1,0,2.0,1,Business,Netbanking,1,,0
SHP003604,2024-06-02,WH-BLR,Patna,BlueDart Lite,2270.1,2.54,4,2438.38,4,21,1,0,12.0,1,Business,Wallet,4,Delivered on time,0
SHP001270,2024-07-17,WH-PUN,Patna,CityRunner,512.6,0.51,5,4809.76,2,21,0,0,5.4,0,Business,COD,2,,0
SHP008582,2024-10-13,WH-PUN,Indore,BlueDart Lite,896.9,3.23,4,3092.68,2,13,1,1,0.0,2,Retail,Wallet,1,Left with guard,0
SHP002561,2024-05-12,WH-BLR,Delhi,CityRunner,1489.4,2.71,4,2140.67,5,16,1,0,0.0,0,Wholesale,COD,5,Left with guard,0
SHP005676,2024-12-26,WH-DEL,mohali,BlueDart Lite,1810.4,5.22,1,1386.32,3,12,0,0,0.0,1,Wholesale,UPI,1,,0
SHP008862,2024-08-09,WH-DEL,Lucknow,SwiftEx,711.2,6.14,4,2647.69,4,14,0,0,1.9,0,Business,Netbanking,4,,0
SHP003778,2024-07-15,WH-BLR,Bengaluru,ValueShip,65.4,3.18,4,4453.63,3,14,0,0,0.0,2,Wholesale,UPI,4,Reattempt scheduled,1
SHP003530,2024-03-04,WH-DEL,Delhi,ValueShip,60.7,0.82,4,3632.26,3,20,0,0,1.8,0,Wholesale,Wallet,5,,1
SHP007247,2024-05-27,WH-DEL,Indore,CityRunner,1708.2,1.23,2,1612.88,3,21,0,0,0.0,,Business,Wallet,3,Delivered on time,0
SHP007718,2024-08-24,WH-DEL,Chandigarh,BlueDart Lite,1539.9,6.46,3,820.82,3,11,1,0,0.4,0,Business,UPI,2,,0
SHP002892,2024-03-21,WH-PUN,Jaipur,SwiftEx,1855.2,1.19,6,3448.27,3,8,0,1,4.0,2,Retail,COD,2,,0
SHP005515,2024-12-11,WH-DEL,Bengaluru,ValueShip,1203.8,3.76,2,2127.18,2,13,0,0,1.8,2,Wholesale,UPI,6,,1
SHP003498,2024-09-23,WH-DEL,gurugram,SwiftEx,1955.2,2.43,3,3535.99,3,9,0,0,8.3,1,Wholesale,COD,2,,0
SHP001853,2024-04-26,WH-PUN,Mohali,IndiaPost Express,2309.8,2.82,2,2338.39,3,20,0,0,0.0,1,Wholesale,UPI,3,Delivered on time,0
SHP002859,2024-10-29,WH-CHD,Ludhiana,SwiftEx,1304.9,1.92,4,2646.13,4,9,0,1,12.7,0,Retail,COD,3,,0
SHP006498,2024-04-07,WH-CHD,Jaipur,BlueDart Lite,1410.9,2.76,4,4633.94,3,11,1,0,3.3,0,Business,UPI,1,,0
SHP003083,2024-06-12,WH-PUN,Delhi,CityRunner,2236.5,3.57,2,2282.91,4,18,0,0,5.6,0,Business,Wallet,4,Left with guard,0
SHP000062,2024-09-19,WH-BLR,Guwahati,SwiftEx,214.3,2.86,4,3773.02,4,8,0,0,6.9,1,Wholesale,UPI,5,,1
SHP006661,2024-11-02,WH-PUN,PUNE,SwiftEx,49.7,3.59,2,754.11,3,12,1,0,1.7,0,Retail,Wallet,3,,0
SHP008037,2024-11-03,WH-BLR, Lucknow,BlueDart Lite,2353.8,0.87,5,Rs. 2283.58,3,9,1,0,0.0,0,Wholesale,UPI,2,,0
SHP008369,2024-08-22,WH-PUN,Gurugram,ValueShip,421.7,3.89,5,6470.87,4,8,0,0,10.2,1,Business,UPI,2,Delivered on time,0
SHP003849,2024-03-20,WH-CHD,Jaipur,IndiaPost Express,1402.5,2.65,4,2159.33,2,15,0,0,0.0,0,Retail,COD,3,Address updated,1
SHP002604,2024-01-31,WH-CHD,Ludhiana,IndiaPost Express,807.0,1.54,3,1383.7,5,16,0,0,,0,Business,COD,4,,0
SHP007419,2024-10-31,WH-BLR,Ludhiana,ValueShip,1557.7,3.05,4,4972.83,3,17,0,0,3.9,0,Retail,Netbanking,2,,0
SHP006311,2024-10-28,WH-CHD,Indore,ValueShip,1326.7,4.0,1,1261.68,4,17,0,1,8.0,1,Business,Wallet,3,,0
SHP005512,2024-10-28,WH-PUN,Ludhiana,SwiftEx,2546.7,1.84,3,3393.42,3,9,0,1,0.0,0,Wholesale,COD,2,Left with guard,0
SHP000544,2024-05-25,WH-BLR,Delhi,CityRunner,2364.8,1.51,3,2696.18,3,15,1,0,,0,Business,COD,2,,0
SHP001648,2024-05-15,WH-BLR,Patna,BlueDart Lite,1646.4,0.81,3,2066.17,5,13,0,0,0.0,,Business,UPI,4,,0
SHP004556,2024-11-23,WH-PUN,Pune,ValueShip,55.7,3.4,3,1951.93,3,11,1,0,0.0,1,Wholesale,UPI,5,Customer unavailable,1
SHP006360,2024-10-10,WH-BLR,Pune,CityRunner,1976.8,3.27,2,1413.96,5,9,0,0,3.8,0,Retail,Card,4,,0
SHP005283,2024-11-22,WH-CHD,Mohali,CityRunner,1338.3,2.62,4,3864.58,3,14,0,0,6.4,0,Wholesale,UPI,3,,0
SHP002553,2024-09-27,WH-PUN,Gurugram,SwiftEx,601.2,0.73,2,1399.47,2,16,0,0,10.7,1,Retail,Netbanking,1,Left with guard,0
SHP006213,2024-01-21,WH-BLR,Chandigarh,CityRunner,1379.4,0.57,6,1341.12,4,8,1,0,0.0,0,Business,COD,4,,0
SHP003035,2024-10-12,WH-BLR, Pune,CityRunner,747.2,2.54,3,4139.88,4,17,1,1,4.5,0,Retail,Wallet,6,Customer unavailable,1
SHP004128,2024-05-14,WH-BLR,Delhi,CityRunner,187.4,2.12,3,1328.91,4,11,0,0,1.1,0,Business,Card,2,,0
SHP000574,2024-09-07,WH-BLR,Patna,SwiftEx,802.0,3.42,1,692.58,3,12,1,0,3.1,0,Wholesale,Wallet,2,Left with guard,0
SHP007083,2024-03-25,WH-DEL,Jaipur,CityRunner,839.0,4.68,1,1248.37,2,11,0,0,0.8,1,Wholesale,Card,2,,0
SHP005806,2024-06-16,WH-DEL,Patna,SwiftEx,645.2,2.07,3,3671.67,2,20,1,0,8.5,1,Retail,Wallet,2,,0
SHP004161,2024-05-29,WH-CHD,Chandigarh,BlueDart Lite,62.6,3.98,3,2519.01,5,11,0,0,0.3,0,Business,UPI,4,,0
SHP006800,2024-09-10,WH-BLR,Pune,ValueShip,2518.4,2.63,7,6752.14,5,21,0,0,5.5,0,Business,Netbanking,6,Customer unavailable,1
SHP001116,2024-01-24,WH-PUN,Chandigarh,IndiaPost Express,1508.5,4.97,6,5888.47,3,17,0,0,2.7,0,Business,Wallet,3,,0
SHP001680,2024-07-15,WH-PUN,Patna,BlueDart Lite,1296.1,3.02,3,2283.23,2,14,0,0,3.1,0,Retail,Card,1,,0
SHP008569,2024-01-30,WH-BLR,Chandigarh,SwiftEx,1053.6,1.45,4,3407.02,2,16,0,0,0.0,1,Retail,UPI,2,Left with guard,0
SHP004968,2024-06-14,WH-DEL,Bengaluru,BlueDart Lite,354.4,3.77,4,1454.94,5,9,0,0,6.7,0,Retail,Netbanking,4,Delivered on time,0
SHP005223,2024-06-02,WH-DEL,Gurugram,CityRunner,1613.0,2.46,2,1515.65,4,13,1,0,0.0,0,Retail,Card,3,Delivered on time,0
SHP000320,2024-05-14,WH-CHD,Lucknow,SwiftEx,2094.5,3.0,4,1967.6,2,12,0,0,14.0,,Retail,COD,5,,1
SHP003000,2024-07-22,WH-CHD,Chandigarh,CityRunner,60.7,1.18,2,980.99,3,21,0,0,7.7,1,Wholesale,Card,1,Delivered on time,0
SHP003774,2024-09-19,WH-BLR,Pune,CityRunner,308.7,2.24,1,,2,13,0,0,14.4,0,Wholesale,Wallet,2,Left with guard,0
SHP003736,2024-01-13,WH-CHD,Jaipur,ValueShip,1009.9,0.33,3,1218.51,4,8,1,0,8.2,1,Business,UPI,4,Delivered on time,0
SHP005057,2024-09-13,WH-CHD,Pune,ValueShip,711.0,1.12,5,1363.97,5,13,0,0,2.6,0,Retail,Netbanking,5,,0
SHP002967,2024-10-18,WH-PUN,Chandigarh,CityRunner,1925.5,2.96,3,3621.32,3,14,0,0,0.0,0,Business,Netbanking,2,Left with guard,0
SHP004404,2024-09-15,WH-CHD,Lucknow,BlueDart Lite,813.5,2.72,4,1683.27,5,13,1,0,2.3,0,Retail,UPI,3,Delivered on time,0
SHP000145,2024-08-07,WH-DEL,Pune,CityRunner,-715.5,3.41,1,842.12,5,18,0,0,1.2,2,Wholesale,Wallet,5,,0
SHP002789,2024-10-19,WH-BLR,Gurugram,SwiftEx,1279.2,3.45,2,898.5,3,9,1,0,4.7,0,Business,Netbanking,2,Delivered on time,0
SHP002433,2024-02-07,WH-BLR,Pune,BlueDart Lite,1929.7,0.3,3,3386.77,3,17,0,0,4.7,1,Wholesale,UPI,3,,0
SHP005764,2024-02-17,WH-PUN,Pune,IndiaPost Express,53.0,2.47,5,6934.46,2,17,1,0,0.0,0,Business,Wallet,2,,0
SHP005097,2024-05-13,WH-PUN,Gurugram,ValueShip,1071.9,3.59,4,1343.35,3,11,0,0,0.0,0,Retail,COD,3,Delivered on time,0
SHP003096,2024-05-11,WH-BLR,Chandigarh,BlueDart Lite,1226.0,5.46,3,3981.65,4,11,1,0,0.0,1,Retail,Netbanking,3,,0
SHP007709,2024-10-09,WH-PUN,Jaipur,SwiftEx,220.3,3.65,1,222.64,4,14,0,1,7.2,0,Wholesale,Wallet,2,,0
SHP001873,2024-04-17,WH-CHD,Guwahati,ValueShip,1500.4,2.63,3,1361.37,4,17,0,0,0.0,0,Wholesale,COD,7,Reattempt scheduled,1
SHP001265,2024-01-18,WH-PUN,Jaipur,ValueShip,1523.3,5.51,5,1723.53,5,12,0,0,0.0,0,Retail,COD,5,,0
SHP006347,2024-05-10,WH-CHD,Gurugram,ValueShip,2134.9,1.21,5,4384.24,4,8,0,0,0.1,1,Retail,Wallet,3,,0
SHP002567,2024-10-07,WH-BLR,Pune,ValueShip,1738.4,2.17,3,1106.58,4,18,0,1,10.2,0,Retail,Wallet,6,,1
SHP000272,2024-03-14,WH-DEL,Ludhiana,BlueDart Lite,815.1,3.92,4,4299.09,2,9,0,0,1.1,0,Retail,UPI,1,,0
SHP003864,2024-08-21,WH-CHD,Patna,BlueDart Lite,2119.1,0.68,2,855.8,2,8,0,0,6.4,1,Retail,COD,2,,0
SHP003482,2024-06-27,WH-PUN,Gurugram,SwiftEx,2162.7,2.65,3,912.6,3,13,0,0,0.0,0,Retail,UPI,2,,0
SHP004890,2024-06-15,WH-DEL,Guwahati,ValueShip,779.4,2.19,4,4876.04,4,14,1,0,4.3,0,Wholesale,Netbanking,3,Delivered on time,0
SHP008128,2024-09-21,WH-CHD,Patna,SwiftEx,981.4,,2,2326.14,5,20,1,0,7.1,0,Retail,UPI,5,,0
SHP004684,2024-01-18,WH-PUN,Ludhiana,SwiftEx,1431.4,5.01,4,2801.28,5,19,0,0,0.0,1,Business,COD,5,,0
SHP006077,2024-08-28,WH-BLR,Lucknow,CityRunner,485.4,4.85,4,3996.07,5,14,0,0,6.9,0,Wholesale,COD,5,Left with guard,0
SHP002904,2024-07-19,WH-PUN,Ludhiana,SwiftEx,1636.5,1.26,2,,2,10,0,0,7.5,1,Business,Netbanking,2,,0
SHP006807,2024-03-27,WH-PUN,Indore,BlueDart Lite,1961.4,0.83,6,7504.92,4,21,0,0,0.0,0,Retail,Wallet,4,,0
SHP001899,2024-09-21,WH-BLR,Pune,IndiaPost Express,288.5,3.14,4,3229.81,4,14,1,0,0.0,0,Wholesale,Netbanking,4,,0
SHP001382,2024-12-01,WH-BLR,Jaipur,ValueShip,2162.1,3.95,3,1114.46,3,13,1,0,0.0,1,Wholesale,UPI,3,Delivered on time,0
SHP001167,2024-10-22,WH-CHD,JAIPUR,IndiaPost Express,1007.5,3.56,4,5505.82,4,13,0,0,14.2,1,Wholesale,Netbanking,2,,0
SHP005443,2024-08-22,WH-CHD,Lucknow,IndiaPost Express,2113.6,1.76,3,3079.95,3,13,0,0,11.9,0,Retail,Card,5,Reattempt scheduled,1
SHP008670,2024-05-30,WH-BLR,Gurugram,IndiaPost Express,603.5,3.64,3,1947.45,4,12,0,0,13.5,0,Retail,Wallet,3,Delivered on time,0
SHP006742,2024-09-02,WH-DEL,Mohali,ValueShip,1180.7,2.29,2,401.84,2,11,0,0,0.0,0,Business,Netbanking,6,,1
SHP007973,2024-04-26,WH-DEL,Pune,SwiftEx,1550.1,2.41,4,4613.52,3,20,0,0,0.0,0,Wholesale,Netbanking,4,,1
SHP005214,2024-11-21,WH-BLR,Lucknow,IndiaPost Express,2509.0,1.56,1,887.49,5,19,0,1,0.0,0,Retail,COD,6,,1
SHP002648,2024-08-22,WH-BLR,Pune,ValueShip,1526.9,2.97,2,573.67,3,10,0,0,0.0,1,Business,Card,3,Delivered on time,0
SHP000392,2024-01-29,WH-DEL,Delhi,BlueDart Lite,67.5,2.7,5,3348.01,3,14,0,1,0.0,2,Wholesale,Netbanking,3,Delivered on time,0
SHP008276,2024-04-17,WH-PUN,Pune,ValueShip,70.5,0.31,2,452.91,2,9,0,0,9.8,0,Retail,UPI,1,Left with guard,0
SHP006797,2024-09-19,WH-CHD,Chandigarh,ValueShip,62.7,1.98,3,1931.52,5,15,0,0,,0,Business,Wallet,5,,0
SHP003263,2024-07-22,WH-PUN,Guwahati,SwiftEx,1806.3,3.38,5,3850.1,3,10,0,0,2.2,0,Business,UPI,3,,0
SHP004852,2024-11-05,WH-CHD,Gurugram,BlueDart Lite,1831.0,2.94,2,2259.34,2,18,0,1,10.0,1,Retail,Netbanking,2,Delivered on time,0
SHP004333,2024-11-07,WH-BLR,Guwahati,BlueDart Lite,399.1,0.74,6,3703.34,5,11,0,0,4.1,0,Wholesale,Netbanking,5,Left with guard,0
SHP005382,2024-08-13,WH-BLR,Bengaluru,SwiftEx,59.9,6.32,1,597.12,2,10,0,0,0.0,1,Retail,COD,2,Left with guard,0
SHP004616,2024-07-12,WH-PUN,Delhi,ValueShip,2647.0,1.15,3,2252.73,4,9,0,0,1.9,0,Wholesale,UPI,8,Reattempt scheduled,1
SHP005687,2024-09-25,WH-BLR,Mohali,SwiftEx,1477.0,0.21,5,2616.73,2,17,0,0,4.1,,Retail,UPI,2,Left with guard,0
SHP001164,2024-11-21,WH-CHD,Lucknow,ValueShip,1087.2,3.7,5,2444.05,2,21,0,0,0.0,0,Business,Netbanking,4,Reattempt scheduled,1
SHP002825,2024-02-28,WH-BLR,Indore,CityRunner,1947.5,,4,2524.08,3,10,0,1,0.7,0,Retail,Netbanking,1,,0
SHP006485,2024-05-06,WH-CHD,Jaipur,SwiftEx,400.2,2.4,1,1020.24,3,9,0,0,0.0,3,Business,COD,3,,0
SHP000611,2024-03-12,WH-PUN,Lucknow,IndiaPost Express,2240.5,0.95,4,2535.16,4,16,0,0,1.0,1,Retail,Card,5,Address updated,1
SHP004821,2024-01-13,WH-BLR,Delhi,IndiaPost Express,2464.5,0.78,3,4185.29,2,14,1,0,11.2,0,Retail,Wallet,1,Delivered on time,0
SHP008770,2024-10-15,WH-CHD,Jaipur,SwiftEx,1033.4,1.34,6,2704.94,4,12,0,0,11.5,3,Retail,UPI,3,,0
SHP008064,2024-06-22,WH-DEL,Jaipur,CityRunner,1290.3,1.58,3,2908.74,5,15,1,0,0.0,1,Retail,Netbanking,5,,0
SHP006690,2024-08-25,WH-PUN,Lucknow,CityRunner,1455.7,3.23,4,4629.21,4,13,1,0,9.3,0,Business,Wallet,2,Delivered on time,0
SHP003383,2024-09-14,WH-DEL,Chandigarh,ValueShip,435.4,3.54,3,1757.59,3,17,1,0,3.1,0,Wholesale,Wallet,3,,0
SHP001507,2024-03-04,WH-DEL, Patna,ValueShip,1206.2,0.96,1,913.85,3,15,0,0,0.0,0,Retail,COD,5,Customer unavailable,1
SHP006763,2024-08-21,WH-PUN,Bengaluru,SwiftEx,1158.4,3.79,4,3757.49,4,11,0,0,0.0,0,Business,Netbanking,3,,0
SHP001812,2024-04-05,WH-DEL,Lucknow,BlueDart Lite,170.4,,4,3058.23,2,10,0,0,0.0,0,Business,UPI,1,Delivered on time,0
SHP001299,2024-10-27,WH-PUN,Ludhiana,BlueDart Lite,1641.3,2.68,4,4780.33,2,15,1,1,0.0,2,Wholesale,Card,1,Left with guard,0
SHP006702,2024-09-07,WH-BLR,Delhi,SwiftEx,1396.1,2.57,2,1941.76,4,16,1,0,8.8,0,Wholesale,Netbanking,3,Delivered on time,0
SHP002021,2024-08-11,WH-BLR,Lucknow,IndiaPost Express,1043.9,3.3,2,1227.68,5,8,1,0,0.0,1,Wholesale,Wallet,4,,0
SHP000594,2024-04-30,WH-CHD,Delhi,IndiaPost Express,1570.3,4.47,1,249.66,3,14,0,0,0.0,0,Retail,COD,3,,0
SHP006786,2024-04-28,WH-CHD,Guwahati,IndiaPost Express,1876.1,5.67,3,2717.8,5,16,1,0,0.0,0,Retail,COD,8,,1
SHP002102,2024-02-29,WH-BLR,Ludhiana,CityRunner,662.5,1.06,4,2188.85,2,18,0,0,,1,Retail,Wallet,3,Address updated,1
SHP004083,2024-12-03,WH-CHD,Mohali,IndiaPost Express,1880.2,3.17,3,2098.68,5,10,0,0,4.9,,Wholesale,UPI,5,Delivered on time,0
SHP005854,2024-11-15,WH-CHD,gurugram,IndiaPost Express,940.7,,3,3429.02,4,9,0,0,4.7,1,Business,Netbanking,3,Left with guard,0
SHP007499,2024-04-01,WH-BLR,Ludhiana,CityRunner,1368.5,3.61,1,647.04,2,17,0,1,0.3,0,Retail,Card,6,,1
SHP007286,2024-12-04,WH-CHD,Chandigarh,SwiftEx,60.1,1.01,6,5010.43,4,15,0,0,0.0,1,Wholesale,UPI,2,,0
SHP002776,2024-12-07,WH-BLR,Chandigarh,IndiaPost Express,2396.3,0.98,1,632.1,5,12,1,0,0.0,0,Retail,Card,4,Delivered on time,0
SHP008889,2024-04-19,WH-BLR,Gurugram,SwiftEx,844.7,0.73,4,,3,12,0,0,0.0,0,Retail,Netbanking,1,Delivered on time,0
SHP005602,2024-01-20,WH-BLR,Ludhiana,ValueShip,-1919.4,4.6,4,2476.63,4,13,1,0,,1,Retail,Card,2,,0
SHP003323,2024-10-05,WH-PUN,Delhi,IndiaPost Express,2187.3,2.47,1,543.72,2,11,1,0,0.0,1,Business,Wallet,1,,0
SHP002702,2024-08-26,WH-CHD,Pune,SwiftEx,1298.7,0.24,6,3287.05,3,19,0,0,3.2,0,Business,Card,2,Left with guard,0
SHP001950,2024-08-24,WH-BLR,Bengaluru,BlueDart Lite,48.7,1.15,5,2781.91,3,18,1,0,8.2,2,Retail,Netbanking,1,Left with guard,0
SHP001884,2024-08-31,WH-PUN,Guwahati,BlueDart Lite,928.9,0.33,5,6340.45,3,8,1,0,5.7,1,Business,UPI,3,,0
SHP007498,2024-01-10,WH-BLR,Gurugram,CityRunner,-2093.4,2.05,1,1004.17,5,18,0,0,0.0,1,Business,UPI,4,Delivered on time,0
SHP005091,2024-12-22,WH-CHD,Pune,BlueDart Lite,2381.3,2.4,2,988.74,4,14,1,0,0.0,0,Business,Wallet,6,Address updated,1
SHP007890,2024-04-30,WH-BLR,Indore,CityRunner,263.2,4.91,1,421.96,4,13,0,0,1.4,0,Wholesale,COD,2,,0
SHP001866,2024-03-27,WH-DEL,Lucknow,ValueShip,1029.1,3.54,5,5261.28,5,9,0,0,0.1,1,Business,UPI,4,,0
SHP000941,2024-12-17,WH-PUN,Bengaluru,IndiaPost Express,1551.0,2.55,3,3562.96,3,15,0,0,4.2,0,Retail,Netbanking,1,Left with guard,0
SHP000588,2024-09-04,WH-CHD,Gurugram,ValueShip,1550.7,4.36,4,2832.31,3,9,0,0,4.8,1,Wholesale,COD,3,,0
SHP005162,2024-11-10,WH-DEL,Delhi,SwiftEx,49.5,3.12,2,1695.54,2,18,1,1,0.0,1,Business,Wallet,1,,0
SHP000628,2024-05-04,WH-DEL,Guwahati,ValueShip,1893.6,3.65,6,4616.3,4,14,1,0,0.0,1,Business,Card,5,Reattempt scheduled,1
SHP002304,2024-11-09,WH-PUN,Delhi,ValueShip,673.6,1.97,3,1036.23,4,16,1,1,3.9,0,Business,Card,7,,1
SHP007305,2024-11-18,WH-DEL,Patna,IndiaPost Express,2053.3,5.66,3,4088.7,2,8,0,0,1.9,0,Wholesale,COD,5,Customer unavailable,1
SHP004545,2024-10-15,WH-BLR,Ludhiana,ValueShip,512.0,3.41,4,4245.97,3,20,0,0,0.0,1,Retail,Netbanking,2,,0
SHP004076,2024-07-12,WH-BLR,Guwahati,IndiaPost Express,2614.4,2.36,3,1027.92,5,8,0,0,12.8,0,Retail,Netbanking,5,,0
SHP004398,2024-08-21,WH-BLR,Jaipur,CityRunner,581.3,3.52,4,3120.45,4,19,0,0,8.8,0,Retail,COD,4,,0
SHP008633,2024-01-04,WH-BLR,Guwahati,BlueDart Lite,678.9,,3,2765.38,3,20,0,0,12.1,0,Business,Wallet,1,,0
SHP006439,2024-09-08,WH-BLR,Indore,BlueDart Lite,2131.6,4.19,5,3335.26,3,11,1,0,2.2,1,Business,Wallet,1,Delivered on time,0
SHP006574,2024-01-23,WH-PUN,Pune,CityRunner,49.4,2.73,5,1158.02,4,17,0,0,9.8,1,Wholesale,COD,2,,0
SHP006787,2024-11-20,WH-PUN,Ludhiana,IndiaPost Express,843.6,4.03,4,993.89,5,15,0,1,3.0,1,Wholesale,COD,5,Left with guard,0
SHP004357,2024-11-24,WH-BLR,Bengaluru,CityRunner,63.4,1.56,1,582.36,4,15,1,0,0.0,1,Business,COD,3,,0
SHP006370,2024-10-13,WH-CHD,Guwahati,SwiftEx,2321.4,5.63,2,803.03,4,11,1,1,,1,Business,COD,5,Customer unavailable,1
SHP002126,2024-11-05,WH-BLR,Jaipur,BlueDart Lite,1127.6,2.63,4,2014.78,3,13,0,0,2.8,0,Wholesale,UPI,3,,0
SHP000529,2024-10-31,WH-BLR,Ludhiana,SwiftEx,1218.6,2.36,2,2037.48,3,13,0,1,0.0,1,Business,Wallet,3,Left with guard,0
SHP006490,2024-06-29,WH-CHD,JAIPUR,BlueDart Lite,561.0,3.89,2,476.88,5,12,1,0,0.0,2,Business,COD,4,Delivered on time,0
SHP008038,2024-09-19,WH-PUN,Lucknow,SwiftEx,446.7,0.96,4,879.13,3,9,0,0,5.1,1,Retail,Wallet,1,,0
SHP007297,2024-12-28,WH-PUN,Lucknow,BlueDart Lite,1408.8,,1,326.73,2,9,1,0,0.0,0,Business,Wallet,2,Left with guard,0
SHP005010,2024-05-30,WH-DEL,Gurugram,CityRunner,2276.7,3.87,5,5776.46,4,16,0,0,0.6,2,Retail,COD,5,Address updated,1
SHP004682,2024-02-11,WH-DEL,Indore,BlueDart Lite,847.1,5.04,2,1272.16,3,16,1,0,,3,Retail,UPI,4,Address updated,1
SHP002572,2024-05-14,WH-PUN,Chandigarh,CityRunner,927.4,1.22,2,391.02,3,18,0,0,,0,Business,COD,3,Left with guard,0
SHP002856,2024-09-23,WH-PUN,Indore,CityRunner,231.9,2.41,6,6863.44,5,21,0,0,7.2,1,Wholesale,UPI,4,,0
SHP007475,2024-09-21,WH-BLR,Lucknow,CityRunner,1565.9,1.69,4,2171.17,3,14,1,0,3.7,1,Business,Wallet,4,Customer unavailable,1
SHP000483,2024-04-24,WH-PUN,Pune,SwiftEx,63.4,5.75,3,3274.29,5,10,0,0,5.7,1,Retail,Netbanking,3,,0
SHP002714,2024-10-09,WH-DEL,Chandigarh,SwiftEx,1673.9,2.65,5,2769.39,3,16,0,1,1.5,0,Business,UPI,5,Customer unavailable,1
SHP006471,2024-01-17,WH-BLR,Jaipur,IndiaPost Express,2482.3,1.99,4,4099.47,4,14,0,0,6.6,2,Retail,Netbanking,2,Delivered on time,0
SHP006648,2024-05-10,WH-BLR,Delhi,ValueShip,461.9,1.18,4,825.04,2,20,0,0,8.1,0,Retail,Card,1,,0
SHP000081,2024-03-15,WH-DEL,Pune,SwiftEx,1376.4,6.16,4,3009.49,3,18,0,0,0.0,1,Business,Netbanking,2,Left with guard,0
SHP000394,2024-03-31,WH-PUN,Lucknow,CityRunner,2208.1,1.22,5,5877.32,3,8,1,0,0.0,0,Retail,Netbanking,1,,0
SHP006940,2024-05-01,WH-BLR,Bengaluru,IndiaPost Express,57.6,5.38,4,4215.65,5,8,0,0,0.0,1,Business,UPI,4,Left with guard,0
SHP000086,2024-04-02,WH-PUN,Patna,ValueShip,956.0,1.27,4,5407.79,2,18,0,0,0.0,0,Retail,COD,2,Left with guard,0
SHP007701,2024-07-03,WH-CHD,Chandigarh,CityRunner,64.0,4.68,1,1201.94,3,12,0,0,4.5,0,Retail,Card,2,,0
SHP007330,2024-12-30,WH-CHD,Jaipur,ValueShip,1853.1,2.96,5,6129.37,5,18,0,0,2.6,1,Business,Netbanking,3,Left with guard,0
SHP004305,2024-01-21,WH-CHD,Patna,BlueDart Lite,899.9,2.13,3,897.2,2,12,1,0,0.0,1,Retail,Wallet,2,Left with guard,0
SHP007798,2024-03-02,WH-BLR,Lucknow,CityRunner,1591.5,3.16,6,5049.12,3,12,1,0,0.0,0,Wholesale,Card,6,,1
SHP004214,2024-10-11,WH-CHD,Chandigarh,CityRunner,58.6,3.87,3,1764.26,3,15,0,1,6.6,1,Retail,Card,3,Left with guard,0
SHP002596,2024-08-01,WH-CHD,Patna,BlueDart Lite,761.8,3.79,4,2595.33,3,8,0,0,11.4,0,Wholesale,Card,1,Delivered on time,0
SHP006520,2024-11-17,WH-PUN, Bengaluru,IndiaPost Express,2004.2,0.88,3,1317.38,2,11,1,1,7.2,1,Retail,Netbanking,4,,1
SHP004091,2024-07-08,WH-CHD,Ludhiana,BlueDart Lite,1158.1,5.52,2,2457.44,4,14,0,0,1.6,0,Wholesale,Card,2,,0
SHP006308,2024-09-05,WH-DEL,Delhi,SwiftEx,61.1,2.03,2,2130.49,3,10,0,0,0.0,1,Business,COD,3,Delivered on time,0
SHP008492,2024-11-08,WH-CHD,Pune,SwiftEx,1194.4,2.56,4,1941.56,5,20,0,1,0.0,1,Wholesale,Wallet,3,,0
SHP007732,2024-12-04,WH-BLR,chandigarh,BlueDart Lite,1457.9,2.21,4,5451.61,2,11,0,0,1.7,0,Business,COD,1,,0
SHP000870,2024-03-09,WH-BLR,Jaipur,SwiftEx,695.4,6.47,4,5500.95,3,10,1,0,0.0,0,Business,Card,3,Delivered on time,0
SHP000262,2024-03-21,WH-BLR,Mohali,IndiaPost Express,698.7,3.0,2,2514.79,4,19,0,0,6.1,1,Business,COD,3,,0
SHP004776,2024-01-17,WH-CHD,Patna,ValueShip,257.5,4.73,7,2737.68,2,20,0,0,0.0,1,Wholesale,Wallet,6,Customer unavailable,1
